split,genre,file_path,filename,num_segments,num_selected_segments
test,alt07,alt07/alt07-0-The Smashing Pumpkins-Bullet with Butterfly Wings.m4a,alt07-0-The Smashing Pumpkins-Bullet with Butterfly Wings,16,24
train,alt07,alt07/alt07-10-Tall Dwarfs-Nothing’s Goin to Happen.m4a,alt07-10-Tall Dwarfs-Nothing’s Goin to Happen,16,24
train,alt07,alt07/alt07-2-PJ Harvey-This Is Love.m4a,alt07-2-PJ Harvey-This Is Love,14,24
train,alt07,alt07/alt07-3-Skunk Anansie-Weak.m4a,alt07-3-Skunk Anansie-Weak,14,24
train,alt07,alt07/alt07-9-Codeine-Washed Up.m4a,alt07-9-Codeine-Washed Up,18,24
train,alt07,alt07/alt07-7-Bratmobile-Do You Like Me Like That_.m4a,alt07-7-Bratmobile-Do You Like Me Like That_,10,24
train,alt07,alt07/alt07-11-Daniel Johnston-Chord Organ Blues.m4a,alt07-11-Daniel Johnston-Chord Organ Blues,16,24
train,alt07,alt07/alt07-5-L7-Shitlist.m4a,alt07-5-L7-Shitlist,10,24
train,alt07,alt07/alt07-1-Garbage-I Think I’m Paranoid.m4a,alt07-1-Garbage-I Think I’m Paranoid,14,24
val,alt07,alt07/alt07-4-Cranberries-Zombie.m4a,alt07-4-Cranberries-Zombie,20,24
val,alt07,alt07/alt07-6-Bikini Kill-Rebel Girl.m4a,alt07-6-Bikini Kill-Rebel Girl,10,24
test,alt08,alt08/alt08-6-HIM-Join Me in Death.m4a,alt08-6-HIM-Join Me in Death,14,24
train,alt08,alt08/alt08-0-Foo Fighters-The Pretender.m4a,alt08-0-Foo Fighters-The Pretender,18,24
train,alt08,alt08/alt08-8-Staind-It’s Been a While.m4a,alt08-8-Staind-It’s Been a While,16,24
train,alt08,alt08/alt08-1-Creed-With Arms Wide Open.m4a,alt08-1-Creed-With Arms Wide Open,18,24
train,alt08,alt08/alt08-5-The Sheila Divine-Sideways.m4a,alt08-5-The Sheila Divine-Sideways,10,24
train,alt08,alt08/alt08-2-3 Doors Down-Kryptonite.m4a,alt08-2-3 Doors Down-Kryptonite,14,24
train,alt08,alt08/alt08-4-Nickelback-How You Remind Me.m4a,alt08-4-Nickelback-How You Remind Me,14,24
train,alt08,alt08/alt08-7-The Presidents of the USA-Lump.m4a,alt08-7-The Presidents of the USA-Lump,12,24
val,alt08,alt08/alt08-3-Green Day-Boulevard of Broken Dreams.m4a,alt08-3-Green Day-Boulevard of Broken Dreams,16,24
val,alt08,alt08/alt08-9-Bush-Machinehead.m4a,alt08-9-Bush-Machinehead,16,24
test,alt09,alt09/alt09-4-Cul De Sac-I Remember Nothing More.m4a,alt09-4-Cul De Sac-I Remember Nothing More,22,24
train,alt09,alt09/alt09-1-Sigur Rós-Hoppípolla.m4a,alt09-1-Sigur Rós-Hoppípolla,28,24
train,alt09,alt09/alt09-6-Godspeed You! Black Emperor-East Hastings.m4a,alt09-6-Godspeed You! Black Emperor-East Hastings,70,24
train,alt09,alt09/alt09-8-Do Make Say Think-Le’espalace.m4a,alt09-8-Do Make Say Think-Le’espalace,32,24
train,alt09,alt09/alt09-2-Mogwai-Take Me Somewhere Nice.m4a,alt09-2-Mogwai-Take Me Somewhere Nice,26,24
train,alt09,alt09/alt09-0-Air-All I Need.m4a,alt09-0-Air-All I Need,16,24
train,alt09,alt09/alt09-9-65daysofstatic-Radio Protector.m4a,alt09-9-65daysofstatic-Radio Protector,20,24
train,alt09,alt09/alt09-3-Explosions in the Sky-First Breath after Coma.m4a,alt09-3-Explosions in the Sky-First Breath after Coma,38,24
val,alt09,alt09/alt09-5-Tortoise-I Set My Face to the Hillside.m4a,alt09-5-Tortoise-I Set My Face to the Hillside,24,24
val,alt09,alt09/alt09-7-Labradford-Accelerating on a Smoother Road.m4a,alt09-7-Labradford-Accelerating on a Smoother Road,16,24
test,blu01,blu01/blu01-6-Blind Willie Walker-Dupree Blues.m4a,blu01-6-Blind Willie Walker-Dupree Blues,14,24
train,blu01,blu01/blu01-0-Blind Lemon Jefferson-Match Box Blues.m4a,blu01-0-Blind Lemon Jefferson-Match Box Blues,10,24
train,blu01,blu01/blu01-4-Robert Wilkins-That’s No Way to Get Along.m4a,blu01-4-Robert Wilkins-That’s No Way to Get Along,10,24
train,blu01,blu01/blu01-7-Charley Patton-Shake It and Break It.m4a,blu01-7-Charley Patton-Shake It and Break It,12,24
train,blu01,blu01/blu01-1-Papa Charlie Jackson-Shake That Thing.m4a,blu01-1-Papa Charlie Jackson-Shake That Thing,10,24
train,blu01,blu01/blu01-5-Mississippi John Hurt-Nobody’s Dirty Business.m4a,blu01-5-Mississippi John Hurt-Nobody’s Dirty Business,10,24
train,blu01,blu01/blu01-9-Son House-Death Letter Blues.m4a,blu01-9-Son House-Death Letter Blues,16,24
train,blu01,blu01/blu01-2-Leadbelly-Take a Whiff on Me.m4a,blu01-2-Leadbelly-Take a Whiff on Me,10,24
val,blu01,blu01/blu01-3-Sam ‘Lightning’ Hopkins-Nightmare Blues.m4a,blu01-3-Sam ‘Lightning’ Hopkins-Nightmare Blues,10,24
val,blu01,blu01/blu01-8-Lonnie Johnson-Blues in G.m4a,blu01-8-Lonnie Johnson-Blues in G,10,24
test,blu02,blu02/blu02-6-Alice Leslie Carter-You’ll Think of Me.m4a,blu02-6-Alice Leslie Carter-You’ll Think of Me,12,24
test,blu02,blu02/blu02-0-Mamie Smith-Crazy Blues.m4a,blu02-0-Mamie Smith-Crazy Blues,12,24
train,blu02,blu02/blu02-3-Ma Rainey-Booze and Blues.m4a,blu02-3-Ma Rainey-Booze and Blues,12,24
train,blu02,blu02/blu02-5-Ida Cox-Lawdy Lawdy Blues.m4a,blu02-5-Ida Cox-Lawdy Lawdy Blues,22,24
train,blu02,blu02/blu02-1-Lucille Hegamin-Has Anybody Seen My Corine_.m4a,blu02-1-Lucille Hegamin-Has Anybody Seen My Corine_,18,24
train,blu02,blu02/blu02-2-Bessie Smith-I Need a Little Sugar in My Bowl.m4a,blu02-2-Bessie Smith-I Need a Little Sugar in My Bowl,10,24
train,blu02,blu02/blu02-7-Martha Copeland-Everybody Does It Now.m4a,blu02-7-Martha Copeland-Everybody Does It Now,12,24
train,blu02,blu02/blu02-8-Virginia Liston-You Got the Right Key but the wrong Keyhole.m4a,blu02-8-Virginia Liston-You Got the Right Key but the wrong Keyhole,14,24
val,blu02,blu02/blu02-4-Lucille Bogan-Shave ‘em Dry.m4a,blu02-4-Lucille Bogan-Shave ‘em Dry,26,24
test,blu03,blu03/blu03-9-Walter Roland-Big Mama.m4a,blu03-9-Walter Roland-Big Mama,8,24
train,blu03,blu03/blu03-2-Little Brother Montgomery-Brothers Boogie.m4a,blu03-2-Little Brother Montgomery-Brothers Boogie,10,24
train,blu03,blu03/blu03-3-Pete Johnson-Roll ‘em Pete.m4a,blu03-3-Pete Johnson-Roll ‘em Pete,12,24
train,blu03,blu03/blu03-6-Albert Ammons-Boogie Woogie Dream.m4a,blu03-6-Albert Ammons-Boogie Woogie Dream,10,24
train,blu03,blu03/blu03-1-Charles Davenport-Cow Cow Blues.m4a,blu03-1-Charles Davenport-Cow Cow Blues,12,24
train,blu03,blu03/blu03-0-Clarence Smith-Pinetop’s Boogie Woogie.m4a,blu03-0-Clarence Smith-Pinetop’s Boogie Woogie,12,24
train,blu03,blu03/blu03-8-Piano Red-Red’s Boogie.m4a,blu03-8-Piano Red-Red’s Boogie,8,24
train,blu03,blu03/blu03-7-Amos Milburn-Chicken Shack Boogie.m4a,blu03-7-Amos Milburn-Chicken Shack Boogie,10,24
val,blu03,blu03/blu03-4-Roosevelt Sykes-Gulfport Boogie.m4a,blu03-4-Roosevelt Sykes-Gulfport Boogie,8,24
val,blu03,blu03/blu03-5-Peetie Wheatstraw-Gangster’s Blues.m4a,blu03-5-Peetie Wheatstraw-Gangster’s Blues,10,24
test,blu04,blu04/blu04-3-Albert Collins-Lights Are On But Nobody’s Home.m4a,blu04-3-Albert Collins-Lights Are On But Nobody’s Home,26,24
test,blu04,blu04/blu04-6-Johnny Copeland-Old Man Blues.m4a,blu04-6-Johnny Copeland-Old Man Blues,18,24
train,blu04,blu04/blu04-7-Lowell Fulson-Reconsider Baby.m4a,blu04-7-Lowell Fulson-Reconsider Baby,12,24
train,blu04,blu04/blu04-0-Memphis Minnie-Me and My Chauffeur Blues.m4a,blu04-0-Memphis Minnie-Me and My Chauffeur Blues,10,24
train,blu04,blu04/blu04-2-Clarence Brown-Long Way Home.m4a,blu04-2-Clarence Brown-Long Way Home,22,24
train,blu04,blu04/blu04-5-Pee Wee Crayton-Texas Hop.m4a,blu04-5-Pee Wee Crayton-Texas Hop,12,24
train,blu04,blu04/blu04-4-Freddie King-Big Legged Woman.m4a,blu04-4-Freddie King-Big Legged Woman,20,24
train,blu04,blu04/blu04-8-Sam Myers & Anson Funderburgh-Suggestion Blues.m4a,blu04-8-Sam Myers & Anson Funderburgh-Suggestion Blues,16,24
val,blu04,blu04/blu04-1-Texas Johnny Brown-The Blues Rock.m4a,blu04-1-Texas Johnny Brown-The Blues Rock,26,24
test,blu05,"blu05/blu05-3-Big Joe Turner-Shake, Rattle, & Roll.m4a","blu05-3-Big Joe Turner-Shake, Rattle, & Roll",12,24
test,blu05,blu05/blu05-4-Roy Milton-Baby You Don’t Know.m4a,blu05-4-Roy Milton-Baby You Don’t Know,10,24
train,blu05,blu05/blu05-8-Jimmy Witherspoon-Then the Lights Go Out.m4a,blu05-8-Jimmy Witherspoon-Then the Lights Go Out,10,24
train,blu05,blu05/blu05-6-Cab Calloway-Minnie the Moocher.m4a,blu05-6-Cab Calloway-Minnie the Moocher,10,24
train,blu05,blu05/blu05-0-Louis Jordan-Is You Is or Is You Ain’t.m4a,blu05-0-Louis Jordan-Is You Is or Is You Ain’t,12,24
train,blu05,blu05/blu05-5-Jay McShann-Blue Devil Jump.m4a,blu05-5-Jay McShann-Blue Devil Jump,12,24
train,blu05,blu05/blu05-2-Roy Brown-Boogie at Midnight.m4a,blu05-2-Roy Brown-Boogie at Midnight,10,24
train,blu05,blu05/blu05-7-Solid Senders-Highway 61.m4a,blu05-7-Solid Senders-Highway 61,18,24
val,blu05,blu05/blu05-1-Wynonie Harris-Good Rockin’ Tonight.m4a,blu05-1-Wynonie Harris-Good Rockin’ Tonight,10,24
test,blu06,blu06/blu06-5-Willie Dixon-Back Door Man.m4a,blu06-5-Willie Dixon-Back Door Man,24,24
train,blu06,blu06/blu06-1-Howlin’ Wolf-Spoonful.m4a,blu06-1-Howlin’ Wolf-Spoonful,10,24
train,blu06,blu06/blu06-4-Junior Wells-Messin’ with the Kid.m4a,blu06-4-Junior Wells-Messin’ with the Kid,14,24
train,blu06,blu06/blu06-6-Sonny Boy Williamson-All My Love in Vain.m4a,blu06-6-Sonny Boy Williamson-All My Love in Vain,12,24
train,blu06,blu06/blu06-8-John Lee Hooker-Boom Boom.m4a,blu06-8-John Lee Hooker-Boom Boom,10,24
train,blu06,blu06/blu06-9-Little Walter-Blue and Lonesome.m4a,blu06-9-Little Walter-Blue and Lonesome,10,24
train,blu06,blu06/blu06-0-Muddy Waters-I’m a Man.m4a,blu06-0-Muddy Waters-I’m a Man,14,24
train,blu06,blu06/blu06-2-Elmore James-The Sky is Crying.m4a,blu06-2-Elmore James-The Sky is Crying,10,24
val,blu06,blu06/blu06-7-Tampa Red-Chicago Moan Blues.m4a,blu06-7-Tampa Red-Chicago Moan Blues,12,24
val,blu06,blu06/blu06-3-Jimmy Reed-Shame Shame Shame.m4a,blu06-3-Jimmy Reed-Shame Shame Shame,14,24
test,blu07,blu07/blu07-0-T-Bone Walker – Call It Stormy Monday.m4a,blu07-0-T-Bone Walker – Call It Stormy Monday,12,24
train,blu07,blu07/blu07-7-Charles Brown-Please Come Home for Christmas.m4a,blu07-7-Charles Brown-Please Come Home for Christmas,10,24
train,blu07,blu07/blu07-2-Pee Wee Crayton-The Telephone is Ringing.m4a,blu07-2-Pee Wee Crayton-The Telephone is Ringing,12,24
train,blu07,blu07/blu07-4-Lowell Fulson-Black Nights.m4a,blu07-4-Lowell Fulson-Black Nights,14,24
train,blu07,blu07/blu07-5-Jesse Fuller-Beat It On Down the Line.m4a,blu07-5-Jesse Fuller-Beat It On Down the Line,12,24
train,blu07,blu07/blu07-9-L.C. Robinson-Somerville Blues.m4a,blu07-9-L.C. Robinson-Somerville Blues,14,24
train,blu07,blu07/blu07-6-Ivory Joe Hunter-Since I Met You.m4a,blu07-6-Ivory Joe Hunter-Since I Met You,10,24
train,blu07,blu07/blu07-3-Percy Mayfield-Please Send Me Someone to Love.m4a,blu07-3-Percy Mayfield-Please Send Me Someone to Love,10,24
val,blu07,blu07/blu07-1-Amos Milburn-One Scotch One Bourbon One Beer.m4a,blu07-1-Amos Milburn-One Scotch One Bourbon One Beer,10,24
val,blu07,blu07/blu07-8-J.J. Malone-Whatever It Is.m4a,blu07-8-J.J. Malone-Whatever It Is,12,24
test,blu08,blu08/blu08-6-Lonesome Sundown-They Call me Sundown.m4a,blu08-6-Lonesome Sundown-They Call me Sundown,14,24
test,blu08,blu08/blu08-8-Robert Pete Williams-Thousand Miles From Nowhere.m4a,blu08-8-Robert Pete Williams-Thousand Miles From Nowhere,20,24
train,blu08,blu08/blu08-2-Lazy Lester-Pondarosa Stomp.m4a,blu08-2-Lazy Lester-Pondarosa Stomp,10,24
train,blu08,blu08/blu08-1-Slim Harpo-Baby Scratch My Back.m4a,blu08-1-Slim Harpo-Baby Scratch My Back,10,24
train,blu08,blu08/blu08-0-Lightnin’ Slim-That’s Alright.m4a,blu08-0-Lightnin’ Slim-That’s Alright,10,24
train,blu08,blu08/blu08-7-Rockin’ Sidney-Harlem Shuffle.m4a,blu08-7-Rockin’ Sidney-Harlem Shuffle,14,24
train,blu08,blu08/blu08-3-Silas Hogan-Dark Clouds Rollin.m4a,blu08-3-Silas Hogan-Dark Clouds Rollin,10,24
train,blu08,blu08/blu08-4-Raful Neal-Down and Out.m4a,blu08-4-Raful Neal-Down and Out,18,24
val,blu08,blu08/blu08-5-Snooks Eaglin-That’s Alright.m4a,blu08-5-Snooks Eaglin-That’s Alright,8,24
test,blu09,blu09/blu09-0-The Rolling Stones-Gimme Shelter.m4a,blu09-0-The Rolling Stones-Gimme Shelter,18,24
train,blu09,blu09/blu09-7-Chicken Shack-The Thrill is Gone.m4a,blu09-7-Chicken Shack-The Thrill is Gone,26,24
train,blu09,blu09/blu09-8-Alexis Korner-Get Off My Cloud.m4a,blu09-8-Alexis Korner-Get Off My Cloud,140,24
train,blu09,blu09/blu09-5-The Pretty Things-Don’t Bring Me Down.m4a,blu09-5-The Pretty Things-Don’t Bring Me Down,8,24
train,blu09,blu09/blu09-2-Eric Clapton-Cocaine.m4a,blu09-2-Eric Clapton-Cocaine,12,24
train,blu09,blu09/blu09-6-Spencer Davis Group-I’m a Man.m4a,blu09-6-Spencer Davis Group-I’m a Man,10,24
train,blu09,"blu09/blu09-4-Johnny Winter-Rock and Roll, Hoochie Koo.m4a","blu09-4-Johnny Winter-Rock and Roll, Hoochie Koo",14,24
train,blu09,blu09/blu09-9-Derek & the Dominos-Layla.m4a,blu09-9-Derek & the Dominos-Layla,28,24
val,blu09,blu09/blu09-3-Paul Butterfield Blues Band-Born in Chicago.m4a,blu09-3-Paul Butterfield Blues Band-Born in Chicago,12,24
val,blu09,blu09/blu09-1-Canned Heat-On the Road Again.m4a,blu09-1-Canned Heat-On the Road Again,46,24
test,blu10,blu10/blu10-2-Robert Cray-Smoking Gun.m4a,blu10-2-Robert Cray-Smoking Gun,16,24
test,blu10,blu10/blu10-8-The Blasters-Dark Night.m4a,blu10-8-The Blasters-Dark Night,14,24
train,blu10,blu10/blu10-3-The Fabulous Thunderbirds-Tuff Enuff.m4a,blu10-3-The Fabulous Thunderbirds-Tuff Enuff,14,24
train,blu10,blu10/blu10-0-Roy Buchanan-Turn to Stone.m4a,blu10-0-Roy Buchanan-Turn to Stone,22,24
train,blu10,blu10/blu10-1-Robben Ford-Talk To Your Daughter.m4a,blu10-1-Robben Ford-Talk To Your Daughter,16,24
train,blu10,blu10/blu10-6-The Blackwater Fever-Better Off Dead.m4a,blu10-6-The Blackwater Fever-Better Off Dead,12,24
train,blu10,blu10/blu10-4-Omar & the Howlers-Border Girl.m4a,blu10-4-Omar & the Howlers-Border Girl,14,24
train,blu10,blu10/blu10-5-Electromagnets-Minus Mufflers.m4a,blu10-5-Electromagnets-Minus Mufflers,30,24
val,blu10,blu10/blu10-7-The Barr Brothers-Half Crazy.m4a,blu10-7-The Barr Brothers-Half Crazy,18,24
test,blu11,blu11/blu11-6-Bobby Bland-I’ve Been Wrong So Long.m4a,blu11-6-Bobby Bland-I’ve Been Wrong So Long,8,24
train,blu11,blu11/blu11-2-Booker T & the MG’s-Green Onions.m4a,blu11-2-Booker T & the MG’s-Green Onions,10,24
train,blu11,blu11/blu11-8-Champion Jack Dupree-Yellow Pocahontas.m4a,blu11-8-Champion Jack Dupree-Yellow Pocahontas,12,24
train,blu11,blu11/blu11-1-Ray Charles-Hit the Road Jack.m4a,blu11-1-Ray Charles-Hit the Road Jack,8,21
train,blu11,blu11/blu11-5-Bobby Rush-Hoochie Mama.m4a,blu11-5-Bobby Rush-Hoochie Mama,20,24
train,blu11,blu11/blu11-3-Otis Clay-When the Gates Swing Open.m4a,blu11-3-Otis Clay-When the Gates Swing Open,24,24
train,blu11,blu11/blu11-7-Memphis Slim-Im’ Lost Without You.m4a,blu11-7-Memphis Slim-Im’ Lost Without You,10,24
train,blu11,blu11/blu11-4-Earl Gaines-Mercy on My Soul.m4a,blu11-4-Earl Gaines-Mercy on My Soul,20,24
val,blu11,blu11/blu11-9-Professor Longhair-Mardi Gras in New Orleans.m4a,blu11-9-Professor Longhair-Mardi Gras in New Orleans,10,24
val,blu11,blu11/blu11-0-BB King-Lucille.m4a,blu11-0-BB King-Lucille,40,24
test,blu12,blu12/blu12-4-Jessie Max Hemphill-Train Train.m4a,blu12-4-Jessie Max Hemphill-Train Train,10,24
test,blu12,blu12/blu12-5-Robert Belfour-Hill Stomp.m4a,blu12-5-Robert Belfour-Hill Stomp,10,24
train,blu12,blu12/blu12-1-Booker White-Poor Boy Long Way From Home.m4a,blu12-1-Booker White-Poor Boy Long Way From Home,12,24
train,blu12,blu12/blu12-6-R.L. Burnside-Rollin’ and Tumblin’.m4a,blu12-6-R.L. Burnside-Rollin’ and Tumblin’,14,24
train,blu12,blu12/blu12-8-Otis Taylor-Ten Million Slaves.m4a,blu12-8-Otis Taylor-Ten Million Slaves,16,24
train,blu12,blu12/blu12-2-Junior Kimbrough-Burn In Hell.m4a,blu12-2-Junior Kimbrough-Burn In Hell,30,24
train,blu12,blu12/blu12-7-Screamin’ Jay Hawkins-Brujo.m4a,blu12-7-Screamin’ Jay Hawkins-Brujo,14,24
train,blu12,blu12/blu12-0-Fred McDowell-Shake ‘Em On Down.m4a,blu12-0-Fred McDowell-Shake ‘Em On Down,10,24
